geneID,transcriptID,protID
ENSG00000004059,ENST00000000233,sp|P84085|ARF5_HUMAN
ENSG00000105607,ENST00000591470,sp|Q92947|GCDH_HUMAN
ENSG00000129667,ENST00000591885,sp|Q6PJF5|RHDF2_HUMAN
ENSG00000134775,ENST00000590592,sp|Q2V2M9|FHOD3_HUMAN
ENSG00000142279,ENST00000590071,sp|A6NIX2|WTIP_HUMAN
ENSG00000126243,ENST00000588831,sp|Q9BTN0|LRFN3_HUMAN
ENSG00000179262,ENST00000586534,sp|P54725|RD23A_HUMAN
ENSG00000160953,ENST00000591806,sp|Q2TAK8|PWP3A_HUMAN
ENSG00000121380,ENST00000589718,sp|Q9BZR8|B2L14_HUMAN
ENSG00000187994,ENST00000591812,sp|Q6ZS11|RINL_HUMAN
ENSG00000167634,ENST00000588756,sp|Q8WX94|NALP7_HUMAN
ENSG00000174652,ENST00000588933,sp|Q14584|ZN266_HUMAN
ENSG00000078687,ENST00000588847,sp|Q9HCJ0|TNR6C_HUMAN
ENSG00000182963,ENST00000592524,sp|P36383|CXG1_HUMAN
ENSG00000127540,ENST00000591899,sp|O14957|QCR10_HUMAN
ENSG00000141338,ENST00000586539,sp|O94911|ABCA8_HUMAN
ENSG00000167680,ENST00000586582,sp|Q9H3T3|SEM6B_HUMAN
ENSG00000176695,ENST00000585993,sp|Q8NGA8|O4F17_HUMAN
ENSG00000089685,ENST00000590925,sp|O15392|BIRC5_HUMAN
ENSG00000130167,ENST00000590327,sp|Q9UKR8|TSN16_HUMAN
ENSG00000159905,ENST00000587682,sp|Q9UK13|ZN221_HUMAN
ENSG00000160633,ENST00000588852,sp|Q15424|SAFB1_HUMAN
ENSG00000115268,ENST00000592588,sp|P62841|RS15_HUMAN
ENSG00000010310,ENST00000590918,sp|P48546|GIPR_HUMAN
ENSG00000008441,ENST00000592199,sp|Q14938|NFIX_HUMAN
ENSG00000105426,ENST00000587303,sp|Q13332|PTPRS_HUMAN
ENSG00000186566,ENST00000591680,sp|Q9UKJ3|GPTC8_HUMAN
ENSG00000167925,ENST00000587427,sp|Q8N2G8|GHDC_HUMAN
ENSG00000131469,ENST00000589037,sp|P61353|RL27_HUMAN
ENSG00000153885,ENST00000589786,sp|Q96SI1|KCD15_HUMAN
ENSG00000214140,ENST00000592014,sp|Q00LT1|PRCD_HUMAN
ENSG00000196110,ENST00000591998,sp|Q32M78|ZN699_HUMAN
ENSG00000181626,ENST00000587848,sp|A6NC57|ANR62_HUMAN
ENSG00000220008,ENST00000585527,sp|P0C6S8|LIGO3_HUMAN
ENSG00000105048,ENST00000587758,sp|P13805|TNNT1_HUMAN
ENSG00000228075,ENST00000585477,sp|Q8IYS8|BD1L2_HUMAN
ENSG00000130812,ENST00000592641,sp|Q8NI99|ANGL6_HUMAN
ENSG00000197808,ENST00000588268,sp|Q8TAF7|ZN461_HUMAN
ENSG00000160471,ENST00000588572,sp|Q6YFQ2|CX6B2_HUMAN
ENSG00000108840,ENST00000586802,sp|Q9UQL6|HDAC5_HUMAN
ENSG00000004139,ENST00000585482,sp|Q6SZW1|SARM1_HUMAN
ENSG00000181896,ENST00000592502,sp|Q8IZC7|ZN101_HUMAN
ENSG00000167685,ENST00000592949,sp|Q8N0Y2|ZN444_HUMAN
ENSG00000176136,ENST00000589410,sp|P33032|MC5R_HUMAN
ENSG00000266200,ENST00000591655,sp|P54317|LIPR2_HUMAN
ENSG00000033011,ENST00000588623,sp|Q9BT22|ALG1_HUMAN
ENSG00000108309,ENST00000590941,sp|Q59EK9|RUN3A_HUMAN
ENSG00000183401,ENST00000588790,sp|P0C7I6|CC159_HUMAN
ENSG00000267467,ENST00000592954,sp|P55056|APOC4_HUMAN
ENSG00000011258,ENST00000586178,sp|Q05BQ5|MBTD1_HUMAN
ENSG00000108950,ENST00000592554,sp|Q96MK3|FA20A_HUMAN
ENSG00000125746,ENST00000587152,sp|O95834|EMAL2_HUMAN
ENSG00000108984,ENST00000590474,sp|P52564|MP2K6_HUMAN
ENSG00000154065,ENST00000592179,sp|Q8N6D5|ANR29_HUMAN
ENSG00000136448,ENST00000592782,sp|P30419|NMT1_HUMAN
ENSG00000131097,ENST00000591513,sp|Q9P298|HIG1B_HUMAN
ENSG00000108423,ENST00000592426,sp|Q9UJT1|TBD_HUMAN
ENSG00000188629,ENST00000589262,sp|Q13360|ZN177_HUMAN
ENSG00000214212,ENST00000592854,sp|A8MVS5|HIDE1_HUMAN
ENSG00000007255,ENST00000585934,sp|O75865|TPC6A_HUMAN
ENSG00000166562,ENST00000587834,sp|Q9BY50|SC11C_HUMAN
ENSG00000197961,ENST00000586602,sp|P58317|ZN121_HUMAN
ENSG00000198258,ENST00000586895,sp|Q9BZL1|UBL5_HUMAN
ENSG00000068137,ENST00000591022,sp|Q7Z736|PKHH3_HUMAN
ENSG00000256771,ENST00000589717,sp|O75346|ZN253_HUMAN
ENSG00000105518,ENST00000593256,sp|Q6UW68|TM205_HUMAN
ENSG00000141644,ENST00000590208,sp|Q9UIS9|MBD1_HUMAN
ENSG00000099622,ENST00000588030,sp|Q14011|CIRBP_HUMAN
ENSG00000178078,ENST00000600324,sp|Q9UGK3|STAP2_HUMAN
ENSG00000105583,ENST00000596731,sp|Q9Y284|ASTER_HUMAN
ENSG00000090554,ENST00000597551,sp|P49771|FLT3L_HUMAN
ENSG00000269743,ENST00000594199,sp|Q5H9E4|S2553_HUMAN
ENSG00000269028,ENST00000600213,sp|P0DMP1|HMN12_HUMAN
ENSG00000268009,ENST00000595689,sp|O60224|SSX4_HUMAN
ENSG00000232237,ENST00000458416,sp|Q7RTU5|ASCL5_HUMAN
ENSG00000105732,ENST00000600245,sp|Q6ZN55|ZN574_HUMAN
ENSG00000125735,ENST00000599359,sp|O43557|TNF14_HUMAN
ENSG00000196337,ENST00000596965,sp|P0DN87|CGB7_HUMAN
ENSG00000130751,ENST00000602212,sp|Q99742|NPAS1_HUMAN
ENSG00000130724,ENST00000600118,sp|O43633|CHM2A_HUMAN
ENSG00000174562,ENST00000598239,sp|Q9H2R5|KLK15_HUMAN
ENSG00000268089,ENST00000598523,sp|Q9UN88|GBRT_HUMAN
ENSG00000197928,ENST00000598513,sp|Q86XU0|ZN677_HUMAN
ENSG00000213022,ENST00000594211,sp|Q9UKQ9|KLK9_HUMAN
ENSG00000268651,ENST00000599837,sp|P78358|CTG1B_HUMAN
ENSG00000225950,ENST00000593537,sp|P34130|NTF4_HUMAN
ENSG00000130520,ENST00000593829,sp|Q9Y4Z0|LSM4_HUMAN
ENSG00000105499,ENST00000599921,sp|Q9UP65|PA24C_HUMAN
ENSG00000267909,ENST00000599174,sp|Q9NQR7|CC177_HUMAN
ENSG00000130312,ENST00000600434,sp|Q9BQ48|RM34_HUMAN
ENSG00000196350,ENST00000601693,sp|A6NN14|ZN729_HUMAN
ENSG00000197483,ENST00000598519,sp|Q5EBL2|ZN628_HUMAN
ENSG00000198131,ENST00000596652,sp|Q6NX49|ZN544_HUMAN
ENSG00000128016,ENST00000597629,sp|P26651|TTP_HUMAN
ENSG00000251369,ENST00000457177,sp|Q7Z398|ZN550_HUMAN
ENSG00000162105,ENST00000601538,sp|Q9UPX8|SHAN2_HUMAN
ENSG00000105650,ENST00000594617,sp|Q08493|PDE4C_HUMAN
ENSG00000183423,ENST00000594814,sp|Q3SXY7|LRIT3_HUMAN
ENSG00000254858,ENST00000599612,sp|Q567V2|M17L2_HUMAN
ENSG00000105204,ENST00000593685,sp|Q9Y463|DYR1B_HUMAN
ENSG00000205209,ENST00000601241,sp|Q4G0G5|SC2B2_HUMAN
ENSG00000188171,ENST00000601440,sp|Q68DY1|ZN626_HUMAN
ENSG00000269433,ENST00000599405,sp|P0DN78|OPSG3_HUMAN
ENSG00000178150,ENST00000595607,sp|Q8NC26|ZN114_HUMAN
ENSG00000213799,ENST00000595091,sp|Q96IR2|ZN845_HUMAN
ENSG00000142546,ENST00000596358,sp|Q9Y314|NOSIP_HUMAN
ENSG00000167483,ENST00000595684,sp|Q86XR2|NIBA3_HUMAN
ENSG00000083845,ENST00000601521,sp|P46782|RS5_HUMAN
ENSG00000261857,ENST00000594436,sp|Q16674|MIA_HUMAN
ENSG00000134769,ENST00000598334,sp|Q9Y4J8|DTNA_HUMAN
ENSG00000197134,ENST00000594947,sp|Q9Y2Q1|ZN257_HUMAN
ENSG00000196267,ENST00000597252,sp|Q6ZNA1|ZN836_HUMAN
ENSG00000167578,ENST00000594800,sp|P61018|RAB4B_HUMAN
ENSG00000012211,ENST00000599218,sp|O43900|PRIC3_HUMAN
ENSG00000196235,ENST00000599117,sp|O00267|SPT5H_HUMAN
ENSG00000181029,ENST00000596148,sp|Q8IUR0|TPPC5_HUMAN
ENSG00000181894,ENST00000597186,sp|Q86UD4|ZN329_HUMAN
ENSG00000204604,ENST00000595646,sp|Q5VIY5|ZN468_HUMAN
ENSG00000269855,ENST00000601382,sp|M0QZC1|RN225_HUMAN
ENSG00000256087,ENST00000594154,sp|O94892|ZN432_HUMAN
ENSG00000130475,ENST00000600676,sp|O14526|FCHO1_HUMAN
ENSG00000142449,ENST00000600128,sp|Q75N90|FBN3_HUMAN
ENSG00000142303,ENST00000595838,sp|Q9H324|ATS10_HUMAN
ENSG00000169035,ENST00000595820,sp|P49862|KLK7_HUMAN
ENSG00000229833,ENST00000594797,sp|P0DJ07|PT100_HUMAN
ENSG00000167759,ENST00000595793,sp|Q9UKR3|KLK13_HUMAN
ENSG00000126749,ENST00000599672,sp|Q92979|NEP1_HUMAN
ENSG00000167664,ENST00000595645,sp|Q96BF3|TMIG2_HUMAN
ENSG00000268988,ENST00000598475,sp|Q5MJ10|SPXN2_HUMAN
ENSG00000169136,ENST00000595125,sp|Q9Y2D1|ATF5_HUMAN
ENSG00000127526,ENST00000595753,sp|Q96K37|S35E1_HUMAN
ENSG00000197608,ENST00000594295,sp|Q6ZN19|ZN841_HUMAN
ENSG00000268104,ENST00000598581,sp|Q9UN76|S6A14_HUMAN
ENSG00000105696,ENST00000600490,sp|Q9UK28|TM59L_HUMAN
ENSG00000170949,ENST00000599056,sp|Q9HCG1|ZN160_HUMAN
ENSG00000105372,ENST00000598742,sp|P39019|RS19_HUMAN
ENSG00000204611,ENST00000600228,sp|Q08AN1|ZN616_HUMAN
ENSG00000100341,ENST00000597664,sp|Q7Z6Z6|PLPL5_HUMAN
ENSG00000268182,ENST00000598409,sp|P0DL12|SIM17_HUMAN
ENSG00000178980,ENST00000593892,sp|P63302|SELW_HUMAN
ENSG00000269335,ENST00000594239,sp|Q9Y6K9|NEMO_HUMAN
ENSG00000063176,ENST00000599748,sp|Q9NRA0|SPHK2_HUMAN
ENSG00000167785,ENST00000601372,sp|Q96NG5|ZN558_HUMAN
ENSG00000269313,ENST00000595224,sp|Q9H6Y5|MAGIX_HUMAN
ENSG00000189045,ENST00000601380,sp|A6NHY2|AKD1B_HUMAN
ENSG00000269096,ENST00000597510,sp|Q8NHU0|CT453_HUMAN
ENSG00000104983,ENST00000595358,sp|Q9Y6R9|CCD61_HUMAN
ENSG00000099331,ENST00000595618,sp|Q13459|MYO9B_HUMAN
ENSG00000105550,ENST00000593756,sp|Q9NSA1|FGF21_HUMAN
ENSG00000171051,ENST00000595042,sp|P21462|FPR1_HUMAN
ENSG00000131409,ENST00000599957,sp|Q9NT99|LRC4B_HUMAN
ENSG00000160570,ENST00000596251,sp|Q8WXF8|DEDD2_HUMAN
ENSG00000170948,ENST00000595891,sp|Q8WWY6|MB3L1_HUMAN
ENSG00000269067,ENST00000594710,sp|P0DKX0|ZN728_HUMAN
ENSG00000268629,ENST00000600991,sp|Q9BXU3|TX13A_HUMAN
ENSG00000105393,ENST00000598188,sp|Q9NWV8|BABA1_HUMAN
ENSG00000268320,ENST00000595228,sp|P0DMR2|SG1C2_HUMAN
ENSG00000196724,ENST00000595830,sp|Q8TF45|ZN418_HUMAN
ENSG00000017483,ENST00000595796,sp|Q8WUX1|S38A5_HUMAN
ENSG00000105701,ENST00000597960,sp|Q14318|FKBP8_HUMAN
ENSG00000198464,ENST00000595962,sp|Q8WV37|ZN480_HUMAN
ENSG00000105697,ENST00000598398,sp|P81172|HEPC_HUMAN
ENSG00000269556,ENST00000600449,sp|Q8NFB2|T185A_HUMAN
ENSG00000104921,ENST00000597921,sp|P06734|FCER2_HUMAN
ENSG00000129455,ENST00000600767,sp|O60259|KLK8_HUMAN
ENSG00000142235,ENST00000600059,sp|Q96Q04|LMTK3_HUMAN
ENSG00000105370,ENST00000596399,sp|P55344|LMIP_HUMAN
ENSG00000161677,ENST00000601423,sp|Q8TAC2|JOS2_HUMAN
ENSG00000286019,ENST00000593495,sp|P0DPK3|NT2NB_HUMAN
ENSG00000096996,ENST00000593993,sp|P42701|I12R1_HUMAN
ENSG00000130755,ENST00000597595,sp|O60234|GMFG_HUMAN
ENSG00000167378,ENST00000602269,sp|Q8WZA9|IRGQ_HUMAN
ENSG00000221983,ENST00000596304,sp|P62987|RL40_HUMAN
ENSG00000268940,ENST00000594565,sp|Q5HYN5|CT451_HUMAN
ENSG00000198816,ENST00000597229,sp|Q9NW07|ZN358_HUMAN
ENSG00000269699,ENST00000593711,sp|Q9NZV7|ZIM2_HUMAN
ENSG00000268221,ENST00000595290,sp|P04001|OPSG_HUMAN
ENSG00000268223,ENST00000601302,sp|P0DKL9|A14EL_HUMAN
ENSG00000142530,ENST00000600100,sp|Q6IPT2|F71E1_HUMAN
ENSG00000189377,ENST00000601181,sp|Q6UXB2|CXL17_HUMAN
ENSG00000233927,ENST00000600659,sp|P62857|RS28_HUMAN
ENSG00000105357,ENST00000598205,sp|Q7Z406|MYH14_HUMAN
ENSG00000134830,ENST00000595464,sp|Q9P296|C5AR2_HUMAN
ENSG00000170959,ENST00000597505,sp|M0R2J8|DCDC1_HUMAN
ENSG00000174788,ENST00000598935,sp|Q8IVA1|PCP2_HUMAN
ENSG00000131126,ENST00000598265,sp|Q9BY14|TX101_HUMAN
ENSG00000083838,ENST00000594369,sp|Q9NWS9|ZN446_HUMAN
ENSG00000142528,ENST00000595661,sp|Q8WTR7|ZN473_HUMAN
ENSG00000171649,ENST00000597850,sp|Q3SY52|ZIK1_HUMAN
ENSG00000268964,ENST00000601417,sp|B6SEH9|ERVV2_HUMAN
ENSG00000141968,ENST00000602142,sp|P15498|VAV_HUMAN
ENSG00000183850,ENST00000597761,sp|Q6ZMV8|ZN730_HUMAN
ENSG00000213973,ENST00000596209,sp|A8MXY4|ZNF99_HUMAN
ENSG00000104852,ENST00000598441,sp|P08621|RU17_HUMAN
ENSG00000204851,ENST00000599531,sp|Q9ULN7|PNM8B_HUMAN
ENSG00000062822,ENST00000599857,sp|P28340|DPOD1_HUMAN
ENSG00000197619,ENST00000602063,sp|Q8N8J6|ZN615_HUMAN
ENSG00000182986,ENST00000595635,sp|A2RRD8|ZN320_HUMAN
ENSG00000269526,ENST00000602168,sp|B6SEH8|ERVV1_HUMAN
ENSG00000126262,ENST00000599180,sp|O15552|FFAR2_HUMAN
ENSG00000268674,ENST00000601199,sp|P0DMU3|F231L_HUMAN
ENSG00000183207,ENST00000595090,sp|Q9Y230|RUVB2_HUMAN
ENSG00000105501,ENST00000534261,sp|O15389|SIGL5_HUMAN
ENSG00000184007,ENST00000602725,sp|Q12974|TP4A2_HUMAN
ENSG00000097033,ENST00000370558,sp|Q9Y371|SHLB1_HUMAN
ENSG00000101342,ENST00000602922,sp|A0PJX2|TLDC2_HUMAN
ENSG00000073737,ENST00000602501,sp|Q9BPW9|DHRS9_HUMAN
ENSG00000150201,ENST00000476166,sp|P59646|FXYD4_HUMAN
ENSG00000269964,ENST00000602452,sp|A8MW99|MEI4_HUMAN
ENSG00000104904,ENST00000602676,sp|P54368|OAZ1_HUMAN
ENSG00000188573,ENST00000338333,sp|A6NHQ2|FBLL1_HUMAN
ENSG00000158747,ENST00000602662,sp|P41271|NBL1_HUMAN
ENSG00000134248,ENST00000602318,sp|O43504|LTOR5_HUMAN
ENSG00000136883,ENST00000468460,sp|Q96FN5|KIF12_HUMAN
ENSG00000204130,ENST00000602465,sp|Q8WXA3|RUFY2_HUMAN
ENSG00000137145,ENST00000434457,sp|Q5VZ89|DEN4C_HUMAN
ENSG00000183921,ENST00000602312,sp|A6NKP2|D42E2_HUMAN
ENSG00000188408,ENST00000602297,sp|Q9BZ81|MAGB5_HUMAN
ENSG00000185728,ENST00000539294,sp|Q7Z739|YTHD3_HUMAN
ENSG00000148513,ENST00000602533,sp|Q9BXX3|AN30A_HUMAN
ENSG00000254598,ENST00000528848,sp|Q8NEV1|CSK23_HUMAN
ENSG00000104343,ENST00000602593,sp|Q96B02|UBE2W_HUMAN
ENSG00000204478,ENST00000602960,sp|Q5VT98|PRA20_HUMAN
ENSG00000102580,ENST00000602402,sp|Q13217|DNJC3_HUMAN
ENSG00000170035,ENST00000602959,sp|Q969T4|UB2E3_HUMAN
ENSG00000270672,ENST00000604952,sp|P0CJ73|HMN6_HUMAN
ENSG00000112761,ENST00000604763,sp|O95389|CCN6_HUMAN
ENSG00000166707,ENST00000537356,sp|P0CG32|ZCC18_HUMAN
ENSG00000223601,ENST00000422359,sp|P0CF75|EBLN1_HUMAN
ENSG00000271447,ENST00000605424,sp|Q9H239|MMP28_HUMAN
ENSG00000258713,ENST00000603872,sp|Q9NUB4|CT141_HUMAN
ENSG00000270379,ENST00000604834,sp|A2RTY3|HEAT9_HUMAN
ENSG00000136811,ENST00000604420,sp|Q5BJF6|ODFP2_HUMAN
ENSG00000189077,ENST00000493111,sp|Q9BXJ8|TACAN_HUMAN
ENSG00000214414,ENST00000398290,sp|I1YAP6|TRI77_HUMAN
ENSG00000138036,ENST00000605786,sp|Q8TCX1|DC2L1_HUMAN
ENSG00000147144,ENST00000603986,sp|Q96HB5|CC120_HUMAN
ENSG00000270647,ENST00000605844,sp|Q92804|RBP56_HUMAN
ENSG00000271079,ENST00000420911,sp|A4D2H0|CTGEF_HUMAN
ENSG00000270885,ENST00000603017,sp|Q96S79|RSLAB_HUMAN
ENSG00000139718,ENST00000604567,sp|Q9UPS6|SET1B_HUMAN
ENSG00000139985,ENST00000603540,sp|Q9UKJ8|ADA21_HUMAN
ENSG00000271321,ENST00000470691,sp|Q86UF2|CTGE6_HUMAN
ENSG00000089356,ENST00000604404,sp|Q14802|FXYD3_HUMAN
ENSG00000219481,ENST00000430580,sp|Q3BBV0|NBPF1_HUMAN
ENSG00000271601,ENST00000604000,sp|Q8IVB5|LIX1L_HUMAN
ENSG00000270550,ENST00000603660,sp|P01768|HV330_HUMAN
ENSG00000270550,ENST00000603660,sp|P0DP03|HVC05_HUMAN
ENSG00000270765,ENST00000604641,sp|Q8NHY3|GA2L2_HUMAN
ENSG00000270394,ENST00000604093,sp|S4R3P1|HMN13_HUMAN
ENSG00000259803,ENST00000562855,sp|A6NKX4|S22AV_HUMAN
ENSG00000271449,ENST00000605791,sp|Q5DJT8|CT452_HUMAN
ENSG00000214655,ENST00000605216,sp|A7E2V4|ZSWM8_HUMAN
ENSG00000188321,ENST00000603380,sp|Q9BR84|ZN559_HUMAN
ENSG00000196422,ENST00000605286,sp|Q5T8A7|PPR26_HUMAN
ENSG00000270188,ENST00000604646,sp|S4R3Y5|HMN11_HUMAN
ENSG00000242950,ENST00000603053,sp|Q9UQF0|SYCY1_HUMAN
ENSG00000261594,ENST00000562197,sp|P0DKB5|TPBGL_HUMAN
ENSG00000271271,ENST00000604629,sp|P0DTE5|UD2A2_HUMAN
ENSG00000271503,ENST00000605140,sp|P13501|CCL5_HUMAN
ENSG00000170545,ENST00000603798,sp|Q0VAQ4|SMAGP_HUMAN
ENSG00000166197,ENST00000488254,sp|Q14978|NOLC1_HUMAN
ENSG00000140279,ENST00000603300,sp|Q9NRD8|DUOX2_HUMAN
ENSG00000270806,ENST00000605587,sp|Q8WW18|CQ050_HUMAN
ENSG00000157916,ENST00000605895,sp|O15258|RER1_HUMAN
ENSG00000272031,ENST00000606888,sp|Q69YU3|AN34A_HUMAN
ENSG00000203786,ENST00000606109,sp|Q5T749|KPRP_HUMAN
ENSG00000286053,ENST00000607829,sp|L0R819|ASURF_HUMAN
ENSG00000184389,ENST00000442999,sp|U3KPV4|A3LT2_HUMAN
ENSG00000197084,ENST00000607093,sp|Q5T751|LCE1C_HUMAN
ENSG00000140299,ENST00000607373,sp|Q12982|BNIP2_HUMAN
ENSG00000134817,ENST00000606794,sp|P35414|APJ_HUMAN
ENSG00000051825,ENST00000606320,sp|Q99550|MPP9_HUMAN
ENSG00000089558,ENST00000607371,sp|Q9UQ05|KCNH4_HUMAN
ENSG00000150316,ENST00000279839,sp|Q9P013|CWC15_HUMAN
ENSG00000162604,ENST00000606498,sp|Q9BX74|TM2D1_HUMAN
ENSG00000145979,ENST00000606214,sp|Q9P0N9|TBCD7_HUMAN
ENSG00000051620,ENST00000607197,sp|Q9Y5Z4|HEBP2_HUMAN
ENSG00000197622,ENST00000439374,sp|Q9NRR8|C42S1_HUMAN
ENSG00000153721,ENST00000607772,sp|Q6P9H4|CNKR3_HUMAN
ENSG00000004142,ENST00000540200,sp|Q9Y2S7|PDIP2_HUMAN
ENSG00000105877,ENST00000409508,sp|Q96DT5|DYH11_HUMAN
ENSG00000198663,ENST00000480824,sp|Q6UWU4|CF089_HUMAN
ENSG00000172428,ENST00000607357,sp|Q8WXC6|CSN9_HUMAN
ENSG00000272047,ENST00000607778,sp|Q6ZYL4|TF2H5_HUMAN
ENSG00000065268,ENST00000585809,sp|Q9BV38|WDR18_HUMAN
ENSG00000272325,ENST00000607016,sp|O95989|NUDT3_HUMAN
ENSG00000124635,ENST00000607124,sp|P06899|H2B1J_HUMAN
ENSG00000137288,ENST00000607484,sp|Q9BRT2|UQCC2_HUMAN
ENSG00000244020,ENST00000464121,sp|P0DM35|M1BL1_HUMAN
ENSG00000111816,ENST00000606080,sp|P42685|FRK_HUMAN
ENSG00000226763,ENST00000607544,sp|B3KS81|SRRM5_HUMAN
ENSG00000166446,ENST00000570137,sp|Q8N8U2|CDYL2_HUMAN
ENSG00000180535,ENST00000609256,sp|Q7RTS1|BHA15_HUMAN
ENSG00000160097,ENST00000496770,sp|Q8NAU1|FNDC5_HUMAN
ENSG00000119402,ENST00000608872,sp|Q9UKT8|FBXW2_HUMAN
ENSG00000260428,ENST00000567180,sp|Q7RTU7|SCX_HUMAN
ENSG00000272886,ENST00000610213,sp|Q9NPI6|DCP1A_HUMAN
ENSG00000134207,ENST00000610222,sp|Q5T7P8|SYT6_HUMAN
ENSG00000198522,ENST00000610189,sp|Q9HCN4|GPN1_HUMAN
ENSG00000148429,ENST00000609104,sp|Q92738|US6NL_HUMAN
ENSG00000273274,ENST00000609129,sp|Q8NAP8|ZBT8B_HUMAN
ENSG00000273111,ENST00000609812,sp|Q6UWN0|LYPD4_HUMAN
ENSG00000105642,ENST00000222249,sp|Q92952|KCNN1_HUMAN
ENSG00000185477,ENST00000609438,sp|Q6ZVF9|GRIN3_HUMAN
ENSG00000235376,ENST00000441178,sp|Q2QD12|RPEL1_HUMAN
ENSG00000143337,ENST00000606911,sp|Q5JTV8|TOIP1_HUMAN
ENSG00000089775,ENST00000608382,sp|P24278|ZBT25_HUMAN
ENSG00000077157,ENST00000608999,sp|O60237|MYPT2_HUMAN
ENSG00000124092,ENST00000608263,sp|Q8NI51|CTCFL_HUMAN
ENSG00000116604,ENST00000464356,sp|Q14814|MEF2D_HUMAN
ENSG00000242732,ENST00000609883,sp|Q5HYW3|RTL5_HUMAN
ENSG00000122912,ENST00000609923,sp|P16260|GDC_HUMAN
ENSG00000269113,ENST00000606738,sp|A6NFA1|TIKI2_HUMAN
ENSG00000272804,ENST00000609664,sp|P60409|KR107_HUMAN
ENSG00000122484,ENST00000610020,sp|Q8IXW5|RPAP2_HUMAN
ENSG00000048740,ENST00000608830,sp|O95319|CELF2_HUMAN
ENSG00000088881,ENST00000609451,sp|Q9BQW3|COE4_HUMAN
ENSG00000260903,ENST00000562532,sp|Q5GH72|XKR7_HUMAN
ENSG00000111850,ENST00000608353,sp|Q96KF7|SMIM8_HUMAN
ENSG00000138685,ENST00000608478,sp|P09038|FGF2_HUMAN
ENSG00000260230,ENST00000561981,sp|Q9P0K9|FRS1L_HUMAN
ENSG00000118518,ENST00000608991,sp|Q9NTX7|RN146_HUMAN
ENSG00000172487,ENST00000533152,sp|Q8NGP2|OR8J1_HUMAN
ENSG00000264364,ENST00000579991,sp|Q96FJ2|DYL2_HUMAN
ENSG00000272674,ENST00000609684,sp|Q9NRJ7|PCDBG_HUMAN
ENSG00000163644,ENST00000608933,sp|Q8N3J5|PPM1K_HUMAN
ENSG00000153130,ENST00000608372,sp|Q9UIL1|SCOC_HUMAN
ENSG00000178252,ENST00000608424,sp|Q9NNW5|WDR6_HUMAN
ENSG00000272602,ENST00000610261,sp|Q8IYB9|ZN595_HUMAN
ENSG00000157542,ENST00000609713,sp|P48051|KCNJ6_HUMAN
ENSG00000198674,ENST00000307002,sp|Q8NH81|O10G6_HUMAN
ENSG00000273079,ENST00000609686,sp|Q13224|NMDE2_HUMAN
ENSG00000161999,ENST00000609261,sp|Q96S16|JMJD8_HUMAN
ENSG00000170468,ENST00000304061,sp|Q9H6W3|RIOX1_HUMAN
ENSG00000274588,ENST00000611977,sp|Q5KSL6|DGKK_HUMAN
ENSG00000274641,ENST00000616182,sp|P23527|H2B1O_HUMAN
ENSG00000277150,ENST00000622749,sp|P23610|HAP40_HUMAN
ENSG00000187109,ENST00000618691,sp|P55209|NP1L1_HUMAN
ENSG00000277897,ENST00000618279,sp|P0CG29|GST2_HUMAN
ENSG00000244486,ENST00000622235,sp|Q96GP6|SREC2_HUMAN
ENSG00000186526,ENST00000612078,sp|P98187|CP4F8_HUMAN
ENSG00000160408,ENST00000622357,sp|Q969X2|SIA7F_HUMAN
ENSG00000276405,ENST00000614171,sp|A0A0A6YYD4|TVB13_HUMAN
ENSG00000277893,ENST00000622030,sp|P31213|S5A2_HUMAN
ENSG00000085719,ENST00000517490,sp|O75131|CPNE3_HUMAN
ENSG00000066322,ENST00000621943,sp|Q9BW60|ELOV1_HUMAN
ENSG00000135253,ENST00000613019,sp|Q6ZWJ8|KCP_HUMAN
ENSG00000275743,ENST00000617639,sp|A0A5B0|TVB14_HUMAN
ENSG00000260691,ENST00000562196,sp|Q5TYW2|A20A1_HUMAN
ENSG00000205903,ENST00000382252,sp|A6NFI3|ZN316_HUMAN
ENSG00000214575,ENST00000615198,sp|Q9BZB8|CPEB1_HUMAN
ENSG00000278129,ENST00000621650,sp|P17098|ZNF8_HUMAN
ENSG00000166295,ENST00000621663,sp|Q96DE5|APC16_HUMAN
ENSG00000196369,ENST00000612199,sp|P0DMP2|SRG2B_HUMAN
ENSG00000196912,ENST00000359901,sp|Q8N2N9|AN36B_HUMAN
ENSG00000132128,ENST00000617190,sp|Q15345|LRC41_HUMAN
ENSG00000157330,ENST00000614859,sp|Q8N1D5|CA158_HUMAN
ENSG00000273706,ENST00000614239,sp|P48742|LHX1_HUMAN
ENSG00000170265,ENST00000610704,sp|Q9UDV7|ZN282_HUMAN
ENSG00000157335,ENST00000618957,sp|Q8NCF0|CL18C_HUMAN
ENSG00000275700,ENST00000619387,sp|Q9NY61|AATF_HUMAN
ENSG00000274252,ENST00000619998,sp|B5MD39|GGTL3_HUMAN
ENSG00000092203,ENST00000613569,sp|O94842|TOX4_HUMAN
ENSG00000275663,ENST00000611444,sp|Q99525|H4G_HUMAN
ENSG00000281991,ENST00000615541,sp|A0A087WTH1|TM265_HUMAN
ENSG00000276289,ENST00000618699,sp|A0A087WTH5|KCE1B_HUMAN
ENSG00000275066,ENST00000619541,sp|Q9UMZ2|SYNRG_HUMAN
